Assists,Attacking scrum win,Breakdown steal,Club,Conceded penalty,Conversion,Defenders beaten,Drop goal,ID,Kick 50-22,Kicks recovered,Lineout steal,Man of the match,Metres carried,Minutes played,Name,Offloads,Penalty,Position,Position Name,Pts,Red cards ,Tackles,Try,Yellow cards,gameweek
,,,Wales,,,1,,237271,,,,,50,80,E. James,,,7,Centre,17.0,,10,,,3
,,,Scotland,1,,,,218848,,,,,3,25,G. Turner,,,13,Hooker,17.0,,3,1,,3
,,,Italy,,,,,156253,,,,,20,80,P. Garbisi,,1,8,Fly Half,15.0,,10,,,3
,,,Scotland,,,1,,164150,,,,,21,25,D. Graham,,,6,Back Three,14.0,,,1,,3
,,,Scotland,,,3,,153489,,,,,36,67,H. Jones,1,,7,Centre,14.0,,3,,,3
,,,Wales,1,,2,,120767,,,,,54,80,L. Rees-Zammit,,,6,Back Three,14.0,,6,,,3
1,,,Scotland,,,1,,188057,,,,,11,55,B. White,,,9,Scrum Half,12.0,,5,,,3
,,,England,1,,,,161516,,,,,79,80,H. Arundell,2,,6,Back Three,12.0,,2,,,3
,,,Italy,,,2,,134407,,2,,,1,59,A. Fusco,,,9,Scrum Half,12.0,,4,,,3
1,,,Wales,1,,1,,133163,,1,,,17,80,T. Williams,,,9,Scrum Half,11.0,,3,,,3
1,,,England,1,,1,,113737,,2,,,15,56,J. van Poortvliet,,,9,Scrum Half,11.0,,1,,,3
,,,Wales,1,,,,187169,,,,,1,29,A. Griffin,,,12,Prop,10.0,,11,,,3
,,,Italy,,,1,,174318,,,,,14,68,M. Ioane,1,,6,Back Three,8.0,,3,,,3
,,,Scotland,,,,,196773,,,,,5,46,P. Schoeman,,,12,Prop,8.0,,8,,,3
,,,Ireland,,,,,219828,,,,,,54,G. Ringrose,,,7,Centre,8.0,,8,,,3
,,,Wales,,,1,,182170,,,,,2,25,R. Elias,,,13,Hooker,8.0,,6,,,3
,,,Ireland,,,,,109852,,,,,4,18,J. Lowe,1,,6,Back Three,7.0,,5,,,3
,,,Italy,,,1,,153725,,,,,26,12,P. Odogwu,,,6,Back Three,7.0,,3,,,3
,,,Wales,,,,,218331,,,,,,25,J. Evans,,1,8,Fly Half,6.0,,3,,,3
,,1,Ireland,,,,,198565,,,,,3,17,C. Prendergast,,,10,Back Row,6.0,,1,,,3
,,,Wales,2,,1,,197546,,,,,17,70,J. Hawkins,,,7,Centre,6.0,,10,,1,3
,,,Italy,2,,1,,209105,,,,,33,70,L. Lynagh,1,,6,Back Three,5.0,,5,,1,3
,,,Scotland,1,,,,224905,,,,,25,25,G. Horne,1,,9,Scrum Half,5.0,,2,,,3
,,,Italy,,,,,236573,,1,,,3,21,A. Garbisi,,,9,Scrum Half,5.0,,3,,,3
,,,Wales,,,,,165885,,,,,10,54,G. Hamer-Webb,,,6,Back Three,4.0,,3,,,3
,,,Wales,,,1,,243190,,,,,2,26,B. Murray,,,6,Back Three,3.0,,1,,,3
,,,France,,,,,182885,,,,,,22,P. Barassi,,,7,Centre,3.0,,3,,,3
,,,England,,,2,,150081,,,,,29,29,F. Steward,,,6,Back Three,3.0,,2,,1,3
,,,Ireland,,,,,199383,,,,,,26,C. Frawley,1,,8,Fly Half,2.0,,,,,3
,,,England,,,,,177559,,,,,8,24,A. Mitchell,,,9,Scrum Half,1.0,,1,,,3
,,,France,,,,,138386,,,,,,5,B. Serin,,,9,Scrum Half,1.0,,1,,,3
,,,Italy,,,,,238037,,,,,,8,D. Odiase,,,10,Back Row,1.0,,1,,,3
,,,Scotland,,,,,243508,,,,,3,13,T. Jordan,,,7,Centre,,,,,,3
,,,Scotland,,,,,156101,,,,,,13,G. Gilchrist,,,11,Second Row,,,,,,3
,,,Ireland,,,,,105642,,,,,,9,C. Casey,,,9,Scrum Half,,,,,,3
,,,Wales,,,,,196875,,,,,,4,F. Thomas,,,11,Second Row,,,,,,3
,,,France,,,,,190344,,,,,,,M. Jalibert,,,8,Fly Half,,,,,,3
,,,Ireland,,,,,105748,,,,,,,J. Conan,,,10,Back Row,,,,,,3
,,,Scotland,,,,,113000,,,,,,,J. Dempsey,,,10,Back Row,,,,,,3
,,,England,,,,,137626,,,,,,,F. Smith,,,8,Fly Half,,,,,,3
,,,Wales,,,,,240455,,,,,,,D. Edwards,,,8,Fly Half,,,,,,3
,,,Scotland,,,,,141860,,,,,,,E. Ashman,,,13,Hooker,,,,,,3
,,,France,,,,,222388,,,,,,,Y. Moefana,,,7,Centre,,,,,,3
,,,Ireland,,,,,241698,,,,,,,S. Prendergast,,,8,Fly Half,,,,,,3
,,,Ireland,,,,,157406,,,,,,,B. Aki,,,7,Centre,,,,,,3
,,,England,,,,,149322,,,,,,,T. Roebuck,,,6,Back Three,,,,,,3
,,,France,,,,,100043,,,,,,,M. Lucu,,,9,Scrum Half,,,,,,3
,,,Italy,,,,,130282,,,,,,,T. Allan,,,8,Fly Half,,,,,,3
,,,Italy,,,,,130487,,,,,,,N. Brex,,,7,Centre,,,,,,3
,,,England,,,,,240631,,,,,,,C. Cunningham-South,,,10,Back Row,,,,,,3
,,,Wales,,,,,225777,,,,,,,B. Thomas,,,7,Centre,,,,,,3
,,,Ireland,,,,,145361,,,,,,,H. Keenan,,,6,Back Three,,,,,,3
,,,Italy,,,,,136875,,,,,,,G. Lucchesi,,,13,Hooker,,,,,,3
,,,Ireland,,,,,122020,,,,,,,J. Stockdale,,,6,Back Three,,,,,,3
,,,England,,,,,111662,,,,,,,B. Spencer,,,9,Scrum Half,,,,,,3
,,,Italy,,,,,236602,,,,,,,T. di Bartolomeo,,,13,Hooker,,,,,,3
,,,England,,,,,110793,,,,,,,C. Murley,,,6,Back Three,,,,,,3
,,,Wales,,,,,249307,,,,,,,E. Mee,,,6,Back Three,,,,,,3
,,,Wales,,,,,105892,,,,,,,A. Beard,,,11,Second Row,,,,,,3
,,,England,,,,,183874,,,,,,,E. Daly,,,6,Back Three,,,,,,3
,,,France,,,,,249797,,,,,,,K. Gourgues,,,7,Centre,,,,,,3
,,,France,,,,,216116,,,,,,,P. Boudehent,,,10,Back Row,,,,,,3
,,,France,,,,,206243,,,,,,,L. Barre,,,6,Back Three,,,,,,3
,,,Ireland,,,,,144570,,,,,,,J. O'Brien,,,6,Back Three,,,,,,3
,,,Scotland,,,,,156550,,,,,,,M. Bradbury,,,10,Back Row,,,,,,3
,,,Italy,,,,,236609,,,,,,,L. Pani,,,6,Back Three,,,,,,3
,,,France,,,,,187175,,,,,,,G. Villiere,,,6,Back Three,,,,,,3
,,,England,,,,,138016,,,,,,,H. Slade,,,7,Centre,,,,,,3
,,,England,,,,,153646,,,,,,,G. Furbank,,,6,Back Three,,,,,,3
,,,France,,,,,179735,,,,,,,C. Woki,,,10,Back Row,,,,,,3
,,,France,,,,,244412,,,,,,,G. Arfeuil,,,6,Back Three,,,,,,3
,,,France,,,,,253274,,,,,,,U. Seunes,,,8,Fly Half,,,,,,3
,,,Italy,,,,,236566,,,,,,,S. Gesi,,,6,Back Three,,,,,,3
,,,Italy,,,,,229647,,,,,,,M. Page-Relo,,,9,Scrum Half,,,,,,3
,,,Wales,,,,,125946,,,,,,,T. Rogers,,,6,Back Three,,,,,,3
,,,Scotland,,,,,109816,,,,,,,R. Hutchinson,,,7,Centre,,,,,,3
,,,Scotland,,,,,144180,,,,,,,O. Smith,,,7,Centre,,,,,,3
,,,Scotland,,,,,113103,,,,,,,A. Reed,,,6,Back Three,,,,,,3
,,,Wales,,,,,139232,,,,,,,G. Thomas,,,12,Prop,,,,,,3
,,,Scotland,,,,,240478,,,,,,,G. Hiddleston,,,13,Hooker,,,,,,3
,,,France,,,,,189190,,,,,,,M. Lamothe,,,13,Hooker,,,,,,3
,,,Wales,,,,,216823,,,,,,,O. Cracknell,,,10,Back Row,,,,,,3
,,,France,,,,,186184,,,,,,,J. Brennan,,,11,Second Row,,,,,,3
,,,Wales,,,,,190215,,,,,,,K. Hardy,,,9,Scrum Half,,,,,,3
,,,Italy,,,,,110891,,,,,,,S. Varney,,,9,Scrum Half,,,,,,3
,,,Ireland,,,,,197246,,,,,,,T. Stewart,,,13,Hooker,,,,,,3
,,,Ireland,,,,,159083,,,,,,,T. Farrell,,,7,Centre,,,,,,3
,,,Italy,,,,,123396,,,,,,,G. Bertaccini,,,7,Centre,,,,,,3
,,,France,,,,,239229,,,,,,,H. Auradou,,,11,Second Row,,,,,,3
,,,Scotland,,,,,180778,,,,,,,K. Rowe,,,6,Back Three,,,,,,3
,,,Wales,,,,,103056,,,,,,,M. Grady,,,7,Centre,,,,,,3
,,,Ireland,,,,,188115,,,,,,,H. Byrne,,,8,Fly Half,,,,,,3
,,,Italy,,,,,201405,,,,,,,G. da Re,,,8,Fly Half,,,,,,3
,,,Scotland,,,,,171323,,,,,,,J. Gray,,,11,Second Row,,,,,,3
,,,Scotland,,,,,149746,,,,,,,S. McDowall,,,7,Centre,,,,,,3
,,,Scotland,,,,,136509,,,,,,,F. Burke,,,8,Fly Half,,,,,,3
,,,Wales,,,,,124858,,,,,,,J. Macleod,,,10,Back Row,,,,,,3
,,,Ireland,,,,,196853,,,,,,,T. Clarkson,,,12,Prop,,,,,,3
,,,France,,,,,244152,,,,,,,T. Matiu,,,10,Back Row,,,,,,3
,,,Wales,,,,,237266,,,,,,,H. Deaves,,,10,Back Row,,,,,,3
,,,France,,,,,207407,,,,,,,D. Bamba,,,12,Prop,,,,,,3
,,,England,,,,,109648,,,,,,,S. Atkinson,,,7,Centre,,,,,,3
,,,Ireland,,,,,198451,,,,,,,M. Milne,,,12,Prop,,,,,,3
,,,Ireland,,,,,244039,,,,,,,D. Murray,,,11,Second Row,,,,,,3
,,,Ireland,,,,,243648,,,,,,,E. Edogbo,,,11,Second Row,,,,,,3
,,,Scotland,,,,,250743,,,,,,,F. Douglas,,,10,Back Row,,,,,,3
,,,Scotland,,,,,250743,,,,,,,F. Douglas,,,10,Back Row,,,,,,3
,,,England,,,,,160844,,,,,,,R. Quirke,,,9,Scrum Half,,,,,,3
,,,France,,,,,200911,,,,,,,T. Laclayat,,,12,Prop,,,,,,3
,,,Wales,,,,,240573,,,,,,,R. Woodman,,,10,Back Row,,,,,,3
,,,France,,,,,130960,,,,,,,S. Zegueur,,,10,Back Row,,,,,,3
,,,Ireland,,,,,176354,,,,,,,N. Doak,,,9,Scrum Half,,,,,,3
,,,France,,,,,244533,,,,,,,A. Desperes,,,8,Fly Half,,,,,,3
,,,Italy,,,,,172284,,,,,,,M. Hasa,,,12,Prop,,,,,,3
,,,Wales,,,,,233245,,,,,,,L. Hennessey,,,7,Centre,,,,,,3
,,,England,,,,,111794,,,,,,,T. Dan,,,13,Hooker,,,,,,3
,,,England,,,,,170455,,,,,,,G. Fisilau,,,10,Back Row,,,,,,3
,,,England,,,,,175826,,,,,,,J. Kenningham,,,10,Back Row,,,,,,3
,,,France,,,,,174159,,,,,,,D. Priso,,,12,Prop,,,,,,3
,,,Italy,,,,,216977,,,,,,,A. Izekor,,,10,Back Row,,,,,,3
,,,Italy,,,,,159960,,,,,,,M. Gallagher,,,6,Back Three,,,,,,3
,,,Italy,,,,,207699,,,,,,,D. Mazza,,,7,Centre,,,,,,3
,,,Italy,,,,,238030,,,,,,,S. Locatelli,,,10,Back Row,,,,,,3
,,,Scotland,,,,,237261,,,,,,,A. Samuel,,,11,Second Row,,,,,,3
,,,Scotland,,,,,152866,,,,,,,M. Walker,,,12,Prop,,,,,,3
,,,Scotland,,,,,100557,,,,,,,G. Warr,,,9,Scrum Half,,,,,,3
,,,Wales,,,,,125247,,,,,,,O. Watkin,,,7,Centre,,,,,,3
,,,Wales,,,,,202399,,,,,,,K. Assiratti,,,12,Prop,,,,,,3
,,,Wales,,,,,119506,,,,,,,R. Morgan-Williams,,,9,Scrum Half,,,,,,3
,,,Scotland,,,,,237253,,,,,,,E. Ferrie,,,10,Back Row,,,,,,3
,,,Scotland,,,,,207013,,,,,,,A. Craig,,,11,Second Row,,,,,,3
,,,Scotland,,,,,252532,,,,,,,S. Stephen,,,13,Hooker,,,,,,3
,,,Scotland,,,,,172959,,,,,,,D. Rae,,,12,Prop,,,,,,3
,,,Wales,,,,,137071,,,,,,,L. Belcher,,,13,Hooker,,,,,,3
,,,England,,,,,163209,,,,,,,G. Kloska,,,12,Prop,,,,,,3
,,,England,,,,,124901,,,,,,,A. Clark,,,11,Second Row,,,,,,3
,,,England,,,,,187951,,,,,,,E. Iyogun,,,12,Prop,,,,,,3
,,,France,,,,,202570,,,,,,,T. Staniforth,,,11,Second Row,,,,,,3
,,,Ireland,,,,,254559,,,,,,,B. Bohan,,,12,Prop,,,,,,3
,,,Italy,,,,,107059,,,,,,,M. Riccioni,,,12,Prop,,,,,,3
,,,Scotland,,,,,161208,,,,,,,A. Hepburn,,,12,Prop,,,,,,3
,,,Wales,,,,,167563,,,,,,,S. Wainwright,,,12,Prop,,,,,,3
,6,1,Wales,1,,1,,214124,,,,,7,80,J. Botham,,,10,Back Row,53.0,,26,1,,4
,6,1,Wales,1,,,,235183,,,,,9,80,A. Mann,,,10,Back Row,43.0,,33,,,4
,6,,Wales,1,,,,237272,,,,,7,80,D. Jenkins,,,11,Second Row,32.0,,27,,,4
,5,,Scotland,1,,1,,196773,,,,,6,64,P. Schoeman,,,12,Prop,24.0,,3,1,,4
,5,,Scotland,,,,,187820,,,,,10,80,R. Darge,1,,10,Back Row,23.0,,15,,,4
,5,,Scotland,1,,3,,113000,,,,,42,80,J. Dempsey,1,,10,Back Row,23.0,,7,,,4
,5,,Scotland,,,1,,159599,,,,,15,80,M. Fagerson,,,10,Back Row,16.0,,8,,,4
,4,1,Ireland,,,3,,105748,,,,1,37,80,J. Conan,3,,10,Back Row,68.0,,14,1,,4
,4,1,Ireland,,,2,,118531,,,,,30,63,R. Kelleher,1,,13,Hooker,35.0,,17,,,4
,4,1,Ireland,1,,,,147486,,,1,,9,80,T. Beirne,2,,11,Second Row,32.0,,13,,,4
1,4,,Ireland,2,,1,,167132,,,,,23,80,C. Doris,1,,10,Back Row,30.0,,18,,,4
,4,,Ireland,,,1,,193134,,,,,24,60,N. Timoney,,,10,Back Row,19.0,,11,,,4
,4,,Ireland,,,,,224426,,,,,,63,T. O'Toole,,,12,Prop,14.0,,10,,,4
,4,,Ireland,1,,1,,113444,,,,,14,60,T. Furlong,1,,12,Prop,13.0,,5,,,4
1,4,,Scotland,,,,,218848,,,,,15,52,G. Turner,,,13,Hooker,12.0,,3,,,4
,4,,Ireland,2,,1,,203381,,,,,13,60,J. Ryan,,,11,Second Row,10.0,,5,,,4
,4,,Wales,,,,,216823,,,,,15,35,O. Cracknell,,,10,Back Row,9.0,,4,,,4
,4,,Wales,,,,,110319,,,,,,35,N. Smith,,,12,Prop,7.0,,3,,,4
,4,,Wales,,,,,182170,,,,,5,24,R. Elias,,,13,Hooker,7.0,,3,,,4
,4,,Wales,,,,,187169,,,,,2,24,A. Griffin,,,12,Prop,6.0,,2,,,4
,4,,Wales,,,,,105892,,,,,2,24,A. Beard,,,11,Second Row,5.0,,1,,,4
,4,,Scotland,1,,,,172959,,,,,,39,D. Rae,,,12,Prop,5.0,,2,,,4
,3,,France,1,,,,244767,,,,,22,80,O. Jegou,,,10,Back Row,47.0,,28,1,,4
,3,1,England,,,4,,112684,,,,,30,75,G. Pepper,,,10,Back Row,32.0,,13,,,4
,3,,England,2,,6,,209612,,,,,56,73,B. Earl,,,10,Back Row,26.0,,8,,,4
1,3,,England,,,1,,173801,,,,,3,80,A. Coles,,,11,Second Row,24.0,,15,,,4
,3,3,England,2,,,,155409,,,,,1,69,M. Itoje,1,,11,Second Row,23.0,,10,,1,4
,3,,France,1,,,,111408,,,,,3,80,F. Cros,,,10,Back Row,20.0,,18,,,4
,3,1,England,1,,2,,104322,,,,,3,56,S. Underhill,,,10,Back Row,15.0,,9,,1,4
,3,,England,,,1,,160801,,,,,10,75,J. George,,,13,Hooker,13.0,,7,,,4
,3,,England,,,,,134796,,,,,4,67,J. Heyes,,,12,Prop,11.0,,8,,,4
,3,,England,1,,,,165007,,,,,5,57,E. Genge,,,12,Prop,8.0,,6,,,4
,2,,Wales,,,2,,119955,,,,,38,45,R. Carre,,,12,Prop,37.0,,13,1,,4
,2,1,Wales,1,,,,212902,,,,,13,56,D. Lake,,,13,Hooker,32.0,,25,,,4
,2,,France,1,,1,,104627,,,,,2,52,J. Gros,,,12,Prop,25.0,,22,,,4
,2,,Wales,,,,,144545,,,,,3,56,B. Carter,1,,11,Second Row,24.0,,20,,,4
,2,,Wales,,,1,,119132,,,,,31,45,A. Wainwright,,,10,Back Row,23.0,,16,,,4
,2,,France,,,1,,175065,,,,,19,42,A. Jelonch,,,10,Back Row,21.0,,16,,,4
,2,,Wales,2,,,,175275,,,,,,56,T. Francis,1,,12,Prop,16.0,,14,,,4
,2,,France,,,,,177800,,,,,11,44,M. Guillard,,,11,Second Row,14.0,,11,,,4
,2,,France,1,,,,150335,,,,,2,44,J. Marchand,,,13,Hooker,12.0,,11,,,4
,2,,France,,,,,198942,,,,,6,44,C. Ollivon,,,10,Back Row,12.0,,10,,,4
,2,,Scotland,,,,,156101,,,,,3,46,G. Gilchrist,,,11,Second Row,9.0,,7,,,4
,2,,France,1,,,,158534,,,,,,52,D. Aldegheri,,,12,Prop,8.0,,7,,,4
,1,,Italy,,,7,,197335,,,,,44,80,L. Cannone,,,10,Back Row,32.0,,13,,,4
,1,,Italy,,,2,,161390,,,,,6,73,M. Zuliani,1,,10,Back Row,22.0,,15,,,4
,1,,France,1,,2,,134112,,,,,22,36,E. Meafou,2,,11,Second Row,18.0,,8,,,4
,1,,France,,,,,176585,,,1,,10,36,T. Flament,1,,11,Second Row,17.0,,6,,,4
,1,1,Italy,,,,,120191,,,,,3,80,M. Lamaro,,,10,Back Row,16.0,,10,,,4
,1,1,Italy,,,,,123723,,,,,9,58,D. Fischetti,,,12,Prop,15.0,,9,,,4
,1,,Italy,1,,,,118165,,,,,,52,G. Nicotera,,,13,Hooker,12.0,,17,,1,4
,1,,Italy,2,,1,,208272,,,,,1,80,N. Cannone,,,11,Second Row,10.0,,9,,,4
,1,,Scotland,,,1,,196669,,,,,8,41,Z. Fagerson,,,12,Prop,9.0,,6,,,4
,1,,Scotland,,,,,141860,,,,,7,28,E. Ashman,1,,13,Hooker,9.0,,6,,,4
,1,,Italy,,,,,128750,,,,,8,49,A. Zambonin,,,11,Second Row,9.0,,8,,,4
,1,,France,1,,1,,244170,,,,,4,27,L. Nouchi,1,,10,Back Row,9.0,,10,,1,4
,1,,France,,,,,175146,,,,,1,28,R. Neti,,,12,Prop,7.0,,6,,,4
,1,,France,,,1,,207407,,,,,7,28,D. Bamba,,,12,Prop,6.0,,3,,,4
,1,,France,,,,,117303,,,,,,36,P. Mauvaka,,,13,Hooker,5.0,,4,,,4
,1,,Scotland,1,,,,100192,,,,,,26,J. Bayliss,,,10,Back Row,1.0,,6,,1,4
,,,Scotland,,,4,,110170,,,,1,117,67,K. Steyn,1,,6,Back Three,61.0,,5,2,,4
1,,,Italy,,,5,,229557,,,,1,87,80,T. Menoncello,,,7,Centre,54.0,,7,1,,4
3,,,France,,,2,,237223,,2,,,96,80,L. Bielle-Biarrey,,,6,Back Three,49.0,,10,1,,4
,,,Scotland,,,8,,164150,,,,,50,80,D. Graham,1,,6,Back Three,47.0,,4,2,,4
,,,France,1,5,3,,175123,,,,,83,80,T. Ramos,,,6,Back Three,45.0,,2,2,,4
,,,Ireland,1,2,4,,100659,,,,,27,80,J. Crowley,,1,8,Fly Half,39.0,,13,1,,4
,,,England,,,7,,149322,,,,,81,80,T. Roebuck,,,6,Back Three,36.0,,4,1,,4
1,,,Ireland,,,3,,172351,,,,,48,80,S. McCloskey,2,,7,Centre,32.0,,14,,,4
,,1,Italy,,2,,,156253,,2,,,,80,P. Garbisi,,3,8,Fly Half,30.0,,8,,,4
1,,,Ireland,,,4,,122020,,,,,39,70,J. Stockdale,,,6,Back Three,30.0,,5,1,,4
1,,,Scotland,,,5,,221466,,,,,73,80,B. Kinghorn,3,,6,Back Three,29.0,,2,,,4
1,,,Scotland,,6,,,157863,,1,,,17,80,F. Russell,1,1,8,Fly Half,27.0,,3,,,4
1,,,Ireland,,,4,,216173,,3,,,58,67,J. Gibson-Park,,,9,Scrum Half,26.0,,3,,,4
1,,,France,1,,1,,244532,,,,,63,80,T. Attissogbe,,,6,Back Three,25.0,,4,1,,4
1,,,Scotland,,,4,,146480,,,,,32,80,S. Tuipulotu,,,7,Centre,23.0,,8,,,4
,,,Italy,,,1,,174318,,,,,50,80,M. Ioane,5,,6,Back Three,23.0,,6,,,4
,,,Ireland,,,,,229826,,,,,24,80,J. Osborne,4,,6,Back Three,22.0,,2,1,,4
,,,Wales,1,,3,,237271,,,,,13,80,E. James,1,,7,Centre,22.0,,14,,,4
,,,France,,,2,,137493,,,,,38,69,A. Dupont,,,9,Scrum Half,21.0,,4,1,,4
,,,England,2,,2,,156918,,,,,50,80,T. Freeman,1,,6,Back Three,21.0,,2,1,,4
,,,Scotland,,,1,,188057,,2,,,12,64,B. White,,,9,Scrum Half,21.0,,4,1,,4
1,,,England,1,1,1,,137626,,1,,,6,80,F. Smith,,2,8,Fly Half,19.0,,4,,,4
,,,Scotland,,,2,,243508,,,,,33,24,T. Jordan,,,7,Centre,19.0,,2,1,,4
,,,Wales,,,2,,120767,1,1,,,28,80,L. Rees-Zammit,,,6,Back Three,18.0,,3,,,4
,,1,Italy,,,,,209105,,,,,20,80,L. Lynagh,2,,6,Back Three,18.0,,7,,,4
,,,Wales,,2,2,,240455,,1,,,5,80,D. Edwards,,1,8,Fly Half,17.0,,4,,,4
,,,Ireland,,,4,,175150,,,,,48,80,R. Baloucoune,1,,6,Back Three,16.0,,2,,,4
,,,Ireland,1,,4,,219828,,,,,20,70,G. Ringrose,,,7,Centre,16.0,,7,,,4
,,,England,,,3,,110793,,,,,45,80,C. Murley,,,6,Back Three,16.0,,6,,,4
,,,Scotland,,,3,,153489,,,,,27,56,H. Jones,1,,7,Centre,15.0,,5,,,4
,,,Ireland,,,,,223413,,,1,,15,20,J. McCarthy,,,11,Second Row,15.0,,7,,,4
,,,Wales,,,,,197546,,,,,18,80,J. Hawkins,,,7,Centre,15.0,,14,,,4
1,,,France,,,1,,190344,,,,,54,70,M. Jalibert,1,,8,Fly Half,14.0,,6,,1,4
,,,France,1,,1,,222388,,,,,34,80,Y. Moefana,1,,7,Centre,14.0,,8,,,4
,,,Italy,,,1,,236606,,,,,18,29,L. Marin,,,8,Fly Half,14.0,,1,1,,4
,,,England,,,4,,183874,,,,,53,73,E. Daly,,,6,Back Three,13.0,,,,,4
,,,France,,,2,,182885,,,,,22,36,P. Barassi,,,7,Centre,12.0,,6,,,4
,,,England,,,,,111662,,6,,,8,57,B. Spencer,,,9,Scrum Half,12.0,,,,,4
1,,,Italy,,,,,236573,,1,,,2,51,A. Garbisi,,,9,Scrum Half,12.0,,6,,,4
,,,England,,,,,144635,,,1,,25,13,O. Chessum,,,11,Second Row,11.0,,2,,,4
,,1,Italy,,,,,237231,,,,,,22,M. Spagnolo,,,12,Prop,11.0,,6,,,4
,,,Ireland,,,,,126800,,,,,,20,J. van der Flier,1,,10,Back Row,10.0,,8,,,4
,,,Italy,1,,2,,236609,,,,,38,73,L. Pani,1,,6,Back Three,10.0,,2,,,4
1,,,Wales,,,,,133163,,1,,,3,71,T. Williams,,,9,Scrum Half,9.0,,8,,1,4
,,,Italy,,,1,,134407,,3,,,6,29,A. Fusco,,,9,Scrum Half,9.0,,1,,,4
,,,England,1,,1,,109648,,1,,,29,80,S. Atkinson,1,,7,Centre,9.0,,2,,,4
,,,England,,,,,113737,,2,,,9,23,J. van Poortvliet,1,,9,Scrum Half,8.0,,2,,,4
,,,Italy,,,,,103440,,,,,15,31,F. Ruzza,,,11,Second Row,7.0,,6,,,4
,,,Wales,,,,,137453,,,,,14,80,J. Adams,,,6,Back Three,7.0,,6,,,4
1,,,France,,,1,,138386,,,,,16,11,B. Serin,,,9,Scrum Half,7.0,,,,,4
,,,Scotland,,,,,224905,,1,,,1,16,G. Horne,,,9,Scrum Half,6.0,,4,,,4
,,,Ireland,,,,,198451,,,,,1,17,M. Milne,,,12,Prop,6.0,,6,,,4
,,,Scotland,,,,,250743,,,,,,13,F. Douglas,,,10,Back Row,6.0,,6,,,4
,,,Italy,,,,,130487,,1,,,5,51,N. Brex,,,7,Centre,5.0,,3,,,4
,,,Wales,,,,,249307,,,,,5,69,E. Mee,,,6,Back Three,5.0,,5,,,4
,,,Scotland,,,,,153525,,,,,1,16,R. Sutherland,,,12,Prop,5.0,,5,,,4
,,,England,,,,,158302,,,,,5,23,B. Rodd,,,12,Prop,4.0,,4,,,4
,,,Italy,1,,,,236602,,,,,,17,T. di Bartolomeo,,,13,Hooker,3.0,,4,,,4
,,,Ireland,,,,,197246,,,,,3,17,T. Stewart,,,13,Hooker,3.0,,3,,,4
,,,Ireland,,,,,196853,,,,,,20,T. Clarkson,,,12,Prop,3.0,,3,,,4
,,,Ireland,,,,,176354,,1,,,,13,N. Doak,,,9,Scrum Half,3.0,,1,,,4
,,,Italy,,,1,,130282,,,,,1,7,T. Allan,,,8,Fly Half,2.0,,,,,4
,,,England,,,,,240631,,,,,,5,C. Cunningham-South,,,10,Back Row,2.0,,2,,,4
,,,Ireland,,,,,199383,,,,,20,10,C. Frawley,,,8,Fly Half,2.0,,,,,4
,,,Ireland,,,,,159083,,,,,4,10,T. Farrell,,,7,Centre,2.0,,2,,,4
,,,England,,,,,102707,,,,,,13,T. Davison,,,12,Prop,2.0,,2,,,4
,,,England,,,,,106142,,,,,6,5,L. Cowan-Dickie,,,13,Hooker,1.0,,1,,,4
,,,Italy,,,,,174208,,,,,,7,R. Favretto,,,11,Second Row,1.0,,1,,,4
,,,Italy,,,,,172284,,,,,4,29,M. Hasa,,,12,Prop,1.0,,1,,,4
,,,England,,,,,239634,,,,,4,7,H. Pollock,,,10,Back Row,,,,,,4
,,,England,,,,,189326,,,,,,7,M. Smith,,,8,Fly Half,,,,,,4
,,,Wales,,,,,233245,,,,,,11,L. Hennessey,,,7,Centre,,,,,,4
,,,Ireland,,,,,211240,,,,,,,D. Sheehan,,,13,Hooker,,,,,,4
,,,England,,,,,102642,,,,,,,G. Ford,,,8,Fly Half,,,,,,4
,,,Ireland,,,,,109852,,,,,,,J. Lowe,,,6,Back Three,,,,,,4
,,,England,,,,,222623,,,,,,,T. Curry,,,10,Back Row,,,,,,4
,,,Ireland,,,,,107434,,,,,,,T. O'Brien,,,6,Back Three,,,,,,4
,,,England,,,,,131724,,,,,,,O. Lawrence,,,7,Centre,,,,,,4
,,,Italy,,,,,120989,,,,,,,A. Capuozzo,,,6,Back Three,,,,,,4
,,,England,,,,,161516,,,,,,,H. Arundell,,,6,Back Three,,,,,,4
,,,France,,,,,237225,,,,,,,E. Gailleton,,,7,Centre,,,,,,4
,,,Ireland,,,,,241698,,,,,,,S. Prendergast,,,8,Fly Half,,,,,,4
,,,Ireland,,,,,157406,,,,,,,B. Aki,,,7,Centre,,,,,,4
,,,France,,,,,100043,,,,,,,M. Lucu,,,9,Scrum Half,,,,,,4
,,,Wales,,,,,225777,,,,,,,B. Thomas,,,7,Centre,,,,,,4
,,,England,,,,,177559,,,,,,,A. Mitchell,,,9,Scrum Half,,,,,,4
,,,Wales,,,,,243190,,,,,,,B. Murray,,,6,Back Three,,,,,,4
,,,Ireland,,,,,145361,,,,,,,H. Keenan,,,6,Back Three,,,,,,4
,,,Italy,,,,,136875,,,,,,,G. Lucchesi,,,13,Hooker,,,,,,4
,,,France,,,,,250067,,,,,,,F. Brau-Boirie,,,7,Centre,,,,,,4
