Assists,Attacking scrum win,Breakdown steal,Club,Conceded penalty,Conversion,Defenders beaten,Drop goal,ID,Kick 50-22,Kicks recovered,Lineout steal,Man of the match,Metres carried,Minutes played,Name,Offloads,Penalty,Position,Position Name,Pts,Red cards ,Tackles,Try,Yellow cards,gameweek
,2,,France,,,1,,176585,,,,,2,29,T. Flament,,,11,Second Row,11.0,,7,,,2
,2,,England,1,,,,134796,,,,,1,68,J. Heyes,1,,12,Prop,11.0,,8,,,2
,2,,Wales,,,,,182170,,,,,29,30,R. Elias,,,13,Hooker,10.0,,6,,,2
,2,,France,1,,,,189190,,,,,5,30,M. Lamothe,,,13,Hooker,10.0,,9,,,2
,2,,England,1,,,,158302,,,,,,24,B. Rodd,,,12,Prop,9.0,,8,,,2
,2,,England,,,,,160801,,,,,,24,J. George,,,13,Hooker,7.0,,5,,,2
,2,,Ireland,1,,1,,113444,,,,,7,40,T. Furlong,,,12,Prop,7.0,,4,,,2
,2,,France,,,,,175146,,,,,1,30,R. Neti,,,12,Prop,7.0,,5,,,2
,2,,Italy,,,,,236602,,,,,1,22,T. di Bartolomeo,,,13,Hooker,6.0,,4,,,2
,2,,Wales,,,,,110319,,,,,,30,N. Smith,,,12,Prop,6.0,,4,,,2
,2,,Italy,,,,,237231,,,,,2,22,M. Spagnolo,,,12,Prop,6.0,,4,,,2
,2,,England,1,,,,173801,,,,,,24,A. Coles,,,11,Second Row,5.0,,4,,,2
,2,,Italy,1,,,,103440,,,,,6,20,F. Ruzza,1,,11,Second Row,4.0,,1,,,2
,2,,Italy,,,,,172284,,,,,1,22,M. Hasa,,,12,Prop,4.0,,2,,,2
,1,,France,,,1,,150335,,,,,22,50,J. Marchand,,,13,Hooker,31.0,,11,1,,2
,1,,France,,,,,175065,,,,,12,51,A. Jelonch,1,,10,Back Row,18.0,,14,,,2
,1,,France,,,,,111408,,,,,7,51,F. Cros,,,10,Back Row,15.0,,14,,,2
,1,,England,,,1,,155409,,,,,12,56,M. Itoje,,,11,Second Row,11.0,,7,,,2
,1,1,England,1,,,,106142,,,,,6,56,L. Cowan-Dickie,,,13,Hooker,11.0,,6,,,2
,1,,France,,,,,104627,,,,,6,50,J. Gros,,,12,Prop,11.0,,10,,,2
,1,,Ireland,,,,,224426,,,,,,14,T. O'Toole,,,12,Prop,10.0,,9,,,2
,1,,France,,,,,158534,,,,,,50,D. Aldegheri,,,12,Prop,9.0,,8,,,2
,1,,Ireland,1,,,,243648,,,,,,10,E. Edogbo,,,11,Second Row,8.0,,8,,,2
,1,,England,2,,,,112684,,,,,15,56,G. Pepper,,,10,Back Row,7.0,,7,,,2
,1,,Ireland,,,1,,193134,,,,,19,21,N. Timoney,,,10,Back Row,7.0,,3,,,2
,1,,Wales,,,1,,144545,,,,,6,18,B. Carter,,,11,Second Row,5.0,,2,,,2
,1,,England,,,1,,165007,,,,,9,56,E. Genge,,,12,Prop,4.0,,1,,,2
,1,,Italy,,,,,238037,,,,,13,14,D. Odiase,,,10,Back Row,4.0,,2,,,2
,1,,Italy,,,,,174208,,,,,,14,R. Favretto,,,11,Second Row,2.0,,1,,,2
,1,,England,,,,,102707,,,,,,12,T. Davison,,,12,Prop,2.0,,1,,,2
3,,,France,,,5,,190344,,6,,1,95,80,M. Jalibert,6,,8,Fly Half,87.0,,7,1,,2
,,,France,,,7,,250067,,,,,100,80,F. Brau-Boirie,1,,7,Centre,56.0,,20,1,,2
,,,Scotland,,,4,,153489,,,,,114,80,H. Jones,1,,7,Centre,49.0,,8,2,,2
1,,,France,1,,3,,244532,,,,,103,80,T. Attissogbe,1,,6,Back Three,49.0,,8,2,,2
,,,France,,7,3,,175123,,2,,,105,80,T. Ramos,5,,6,Back Three,48.0,,4,,,2
,,,Ireland,,,9,,109852,,2,,,138,80,J. Lowe,3,,6,Back Three,47.0,,6,,,2
,,,Ireland,,,5,,175150,,,,1,38,80,R. Baloucoune,1,,6,Back Three,45.0,,5,1,,2
,,,Scotland,,,7,,110170,,,,1,79,80,K. Steyn,1,,6,Back Three,44.0,,6,,,2
2,,1,Ireland,,,2,,172351,,,,,27,80,S. McCloskey,2,,7,Centre,40.0,,17,,,2
1,,,France,,,3,,237223,,,,,83,80,L. Bielle-Biarrey,2,,6,Back Three,39.0,,7,1,,2
1,,,Wales,,,5,,120767,,,,,151,80,L. Rees-Zammit,3,,6,Back Three,37.0,,2,,,2
1,,,Scotland,,4,5,,157863,,1,,,37,80,F. Russell,,1,8,Fly Half,36.0,,6,,,2
,,,France,1,,3,,137493,,1,,,93,59,A. Dupont,4,,9,Scrum Half,33.0,,9,,,2
,,1,France,1,,,,237225,,,,,43,67,E. Gailleton,1,,7,Centre,33.0,,13,1,,2
,,,Italy,,,5,,174318,,,,,86,80,M. Ioane,3,,6,Back Three,32.0,,8,,,2
1,,,England,,2,2,,102642,,1,,,39,80,G. Ford,,2,8,Fly Half,29.0,,6,,,2
,,,Ireland,,,4,,229826,,,,,47,80,J. Osborne,1,,6,Back Three,29.0,,5,1,,2
,,,Scotland,,,,,188057,,3,,,15,57,B. White,1,,9,Scrum Half,28.0,,9,1,,2
,,,Italy,,1,2,,156253,,1,,,24,80,P. Garbisi,,2,8,Fly Half,25.0,,9,,,2
,,,Italy,2,,4,,229557,,1,,,39,80,T. Menoncello,,,7,Centre,24.0,,13,,,2
,,,England,,,3,,150081,,,,,87,80,F. Steward,2,,6,Back Three,21.0,,3,,,2
,,,Wales,1,,2,,237271,,,,,80,80,E. James,,,7,Centre,19.0,,8,,,2
,,,Italy,,,3,,236609,,,,,97,80,L. Pani,,,6,Back Three,19.0,,4,,,2
1,,,Scotland,1,,4,,146480,,,,,10,80,S. Tuipulotu,,,7,Centre,18.0,,6,,,2
,,,Wales,1,,1,,197546,,1,,,30,80,J. Hawkins,1,,7,Centre,17.0,,9,,,2
1,,,Wales,,,,,133163,,,,,10,70,T. Williams,2,,9,Scrum Half,15.0,,6,,,2
,,,Italy,,,1,,236606,,,,,5,66,L. Marin,2,,8,Fly Half,15.0,,9,,,2
,,,Ireland,1,,1,,219828,,,,,21,80,G. Ringrose,1,,7,Centre,14.0,,9,,,2
,,,England,,,3,,177559,,1,,,36,68,A. Mitchell,,,9,Scrum Half,14.0,,3,,,2
,,,Italy,1,,3,,134407,,,,,19,63,A. Fusco,,,9,Scrum Half,13.0,,7,,,2
1,,,France,,,2,,138386,,,,,30,21,B. Serin,,,9,Scrum Half,13.0,,2,,,2
,,,Wales,1,,1,,103056,,,,,8,25,M. Grady,,,7,Centre,13.0,,2,1,,2
,,,Wales,1,,2,,137453,,,,,37,80,J. Adams,2,,6,Back Three,12.0,,2,,,2
1,,,England,,,,,200195,,,,,2,80,F. Dingwall,1,,7,Centre,12.0,,6,,,2
,,,Wales,,1,,,240455,,2,,,21,55,D. Edwards,,,8,Fly Half,10.0,,2,,,2
,,,Ireland,,,,,241698,,1,,,6,56,S. Prendergast,,,8,Fly Half,10.0,,8,,,2
,,,Italy,1,,,,209105,,,,,55,69,L. Lynagh,2,,6,Back Three,10.0,,7,,1,2
,,,Wales,,,2,,249307,,,,,34,55,E. Mee,,,6,Back Three,10.0,,3,,,2
,,,Ireland,,1,,,100659,,,,,,24,J. Crowley,,1,8,Fly Half,9.0,,4,,,2
,,,England,,,,,156918,,,,,29,80,T. Freeman,,,6,Back Three,8.0,,6,,,2
,,,Scotland,,,,,224905,,3,,,1,23,G. Horne,,,9,Scrum Half,8.0,,2,,,2
,,,England,,,1,,104322,,,,,9,40,S. Underhill,,,10,Back Row,6.0,,4,,,2
,,,Scotland,1,,1,,164150,,,,,32,12,D. Graham,,,6,Back Three,5.0,,1,,,2
,,,Ireland,,,,,216173,,,,,,28,J. Gibson-Park,,,9,Scrum Half,4.0,,4,,,2
,,,France,,,1,,134112,,,,,7,12,E. Meafou,,,11,Second Row,4.0,,2,,,2
,,,Scotland,,,,,243508,,,,,12,68,T. Jordan,1,,7,Centre,4.0,,1,,,2
,,,Ireland,1,,3,,105642,,2,,,6,43,C. Casey,,,9,Scrum Half,4.0,,,,1,2
,,,Italy,,,1,,153725,,,,,26,14,P. Odogwu,,,6,Back Three,4.0,,,,,2
,,,England,,,,,137626,,,,,1,23,F. Smith,,,8,Fly Half,3.0,,3,,,2
,,,Wales,,,,,218331,,,,,8,25,J. Evans,,,8,Fly Half,3.0,,3,,,2
,,,England,,,,,149322,,,,,5,80,T. Roebuck,,,6,Back Three,2.0,,2,,,2
,,,England,,,,,111662,,1,,,,12,B. Spencer,,,9,Scrum Half,2.0,,,,,2
,,,Wales,,,,,190215,,,,,8,10,K. Hardy,,,9,Scrum Half,,,,,,2
,,,Italy,,,,,236573,,,,,3,17,A. Garbisi,,,9,Scrum Half,,,,,,2
,,,England,2,,1,,161516,,,,,1,26,H. Arundell,,,6,Back Three,-1.0,1,2,1,1,2
,,,Scotland,,,,,221466,,,,,,,B. Kinghorn,,,6,Back Three,,,,,,2
,,,Ireland,,,,,126800,,,,,,,J. van der Flier,,,10,Back Row,,,,,,2
,,,England,,,,,189326,,,,,,,M. Smith,,,8,Fly Half,,,,,,2
,,,France,,,,,117303,,,,,,,P. Mauvaka,,,13,Hooker,,,,,,2
,,,Ireland,,,,,107434,,,,,,,T. O'Brien,,,6,Back Three,,,,,,2
,,,Scotland,,,,,141860,,,,,,,E. Ashman,,,13,Hooker,,,,,,2
,,,France,,,,,222388,,,,,,,Y. Moefana,,,7,Centre,,,,,,2
,,,England,,,,,131724,,,,,,,O. Lawrence,,,7,Centre,,,,,,2
,,,Italy,,,,,120989,,,,,,,A. Capuozzo,,,6,Back Three,,,,,,2
,,,Wales,,,,,214124,,,,,,,J. Botham,,,10,Back Row,,,,,,2
,,,Ireland,,,,,157406,,,,,,,B. Aki,,,7,Centre,,,,,,2
,,,France,,,,,100043,,,,,,,M. Lucu,,,9,Scrum Half,,,,,,2
,,,Italy,,,,,130282,,,,,,,T. Allan,,,8,Fly Half,,,,,,2
,,,Italy,,,,,130487,,,,,,,N. Brex,,,7,Centre,,,,,,2
,,,England,,,,,240631,,,,,,,C. Cunningham-South,,,10,Back Row,,,,,,2
,,,Wales,,,,,225777,,,,,,,B. Thomas,,,7,Centre,,,,,,2
,,,Wales,,,,,243190,,,,,,,B. Murray,,,6,Back Three,,,,,,2
,,,Ireland,,,,,145361,,,,,,,H. Keenan,,,6,Back Three,,,,,,2
,,,Italy,,,,,136875,,,,,,,G. Lucchesi,,,13,Hooker,,,,,,2
,,,Scotland,,,,,100192,,,,,,,J. Bayliss,,,10,Back Row,,,,,,2
,,,France,,,,,182885,,,,,,,P. Barassi,,,7,Centre,,,,,,2
,,,Ireland,,,,,122020,,,,,,,J. Stockdale,,,6,Back Three,,,,,,2
,,,England,,,,,110793,,,,,,,C. Murley,,,6,Back Three,,,,,,2
,,,England,,,,,113737,,,,,,,J. van Poortvliet,,,9,Scrum Half,,,,,,2
,,,Ireland,,,,,115762,,,,,,,F. Bealham,,,12,Prop,,,,,,2
,,,England,,,,,183874,,,,,,,E. Daly,,,6,Back Three,,,,,,2
,,,France,,,,,249797,,,,,,,K. Gourgues,,,7,Centre,,,,,,2
,,,Ireland,,,,,199383,,,,,,,C. Frawley,,,8,Fly Half,,,,,,2
,,,France,,,,,216116,,,,,,,P. Boudehent,,,10,Back Row,,,,,,2
,,,France,,,,,206243,,,,,,,L. Barre,,,6,Back Three,,,,,,2
,,,Ireland,,,,,144570,,,,,,,J. O'Brien,,,6,Back Three,,,,,,2
,,,Scotland,,,,,156101,,,,,,,G. Gilchrist,,,11,Second Row,,,,,,2
,,,Scotland,,,,,156550,,,,,,,M. Bradbury,,,10,Back Row,,,,,,2
,,,France,,,,,187175,,,,,,,G. Villiere,,,6,Back Three,,,,,,2
,,,Ireland,,,,,198565,,,,,,,C. Prendergast,,,10,Back Row,,,,,,2
,,,England,,,,,138016,,,,,,,H. Slade,,,7,Centre,,,,,,2
,,,England,,,,,153646,,,,,,,G. Furbank,,,6,Back Three,,,,,,2
,,,France,,,,,179735,,,,,,,C. Woki,,,10,Back Row,,,,,,2
,,,France,,,,,243604,,,,,,,G. Drean,,,6,Back Three,,,,,,2
,,,France,,,,,244412,,,,,,,G. Arfeuil,,,6,Back Three,,,,,,2
,,,France,,,,,253274,,,,,,,U. Seunes,,,8,Fly Half,,,,,,2
,,,Italy,,,,,236566,,,,,,,S. Gesi,,,6,Back Three,,,,,,2
,,,Italy,,,,,229647,,,,,,,M. Page-Relo,,,9,Scrum Half,,,,,,2
,,,Wales,,,,,118619,,,,,,,S. Costelow,,,8,Fly Half,,,,,,2
,,,Wales,,,,,125946,,,,,,,T. Rogers,,,6,Back Three,,,,,,2
,,,Scotland,,,,,109816,,,,,,,R. Hutchinson,,,7,Centre,,,,,,2
,,,Scotland,,,,,144180,,,,,,,O. Smith,,,7,Centre,,,,,,2
,,,Scotland,,,,,113103,,,,,,,A. Reed,,,6,Back Three,,,,,,2
,,,Wales,,,,,139232,,,,,,,G. Thomas,,,12,Prop,,,,,,2
,,,Scotland,,,,,240478,,,,,,,G. Hiddleston,,,13,Hooker,,,,,,2
,,,Italy,,,,,206390,,,,,,,P. Dimcheff,,,13,Hooker,,,,,,2
,,,France,,,,,186184,,,,,,,J. Brennan,,,11,Second Row,,,,,,2
,,,Italy,,,,,110891,,,,,,,S. Varney,,,9,Scrum Half,,,,,,2
,,,France,,,,,190812,,,,,,,G. Colombe,,,12,Prop,,,,,,2
,,,Ireland,,,,,197246,,,,,,,T. Stewart,,,13,Hooker,,,,,,2
,,,Ireland,,,,,159083,,,,,,,T. Farrell,,,7,Centre,,,,,,2
,,,Italy,,,,,123396,,,,,,,G. Bertaccini,,,7,Centre,,,,,,2
,,,France,,,,,239229,,,,,,,H. Auradou,,,11,Second Row,,,,,,2
,,,Scotland,,,,,180778,,,,,,,K. Rowe,,,6,Back Three,,,,,,2
,,,Ireland,,,,,188115,,,,,,,H. Byrne,,,8,Fly Half,,,,,,2
,,,Italy,,,,,201405,,,,,,,G. da Re,,,8,Fly Half,,,,,,2
,,,Scotland,,,,,171323,,,,,,,J. Gray,,,11,Second Row,,,,,,2
,,,Scotland,,,,,149746,,,,,,,S. McDowall,,,7,Centre,,,,,,2
,,,Scotland,,,,,136509,,,,,,,F. Burke,,,8,Fly Half,,,,,,2
,,,Wales,,,,,124858,,,,,,,J. Macleod,,,10,Back Row,,,,,,2
,,,France,,,,,244152,,,,,,,T. Matiu,,,10,Back Row,,,,,,2
,,,Wales,,,,,237266,,,,,,,H. Deaves,,,10,Back Row,,,,,,2
,,,Italy,,,,,174824,,,,,,,G. Zilocchi,,,12,Prop,,,,,,2
,,,France,,,,,207407,,,,,,,D. Bamba,,,12,Prop,,,,,,2
,,,England,,,,,109648,,,,,,,S. Atkinson,,,7,Centre,,,,,,2
,,,Ireland,,,,,198451,,,,,,,M. Milne,,,12,Prop,,,,,,2
,,,Ireland,,,,,244039,,,,,,,D. Murray,,,11,Second Row,,,,,,2
,,,Scotland,,,,,153525,,,,,,,R. Sutherland,,,12,Prop,,,,,,2
,,,Scotland,,,,,250743,,,,,,,F. Douglas,,,10,Back Row,,,,,,2
,,,England,,,,,160844,,,,,,,R. Quirke,,,9,Scrum Half,,,,,,2
,,,France,,,,,200911,,,,,,,T. Laclayat,,,12,Prop,,,,,,2
,,,Wales,,,,,240573,,,,,,,R. Woodman,,,10,Back Row,,,,,,2
,,,France,,,,,130960,,,,,,,S. Zegueur,,,10,Back Row,,,,,,2
,,,Ireland,,,,,176354,,,,,,,N. Doak,,,9,Scrum Half,,,,,,2
,,,France,,,,,244533,,,,,,,A. Desperes,,,8,Fly Half,,,,,,2
,,,Wales,,,,,233245,,,,,,,L. Hennessey,,,7,Centre,,,,,,2
,,,England,,,,,111794,,,,,,,T. Dan,,,13,Hooker,,,,,,2
,,,England,,,,,170455,,,,,,,G. Fisilau,,,10,Back Row,,,,,,2
,,,England,,,,,175826,,,,,,,J. Kenningham,,,10,Back Row,,,,,,2
,,,France,,,,,174159,,,,,,,D. Priso,,,12,Prop,,,,,,2
,,,Italy,,,,,216977,,,,,,,A. Izekor,,,10,Back Row,,,,,,2
,,,Italy,,,,,159960,,,,,,,M. Gallagher,,,6,Back Three,,,,,,2
,,,Italy,,,,,207699,,,,,,,D. Mazza,,,7,Centre,,,,,,2
,,,Italy,,,,,238030,,,,,,,S. Locatelli,,,10,Back Row,,,,,,2
,,,Scotland,,,,,237261,,,,,,,A. Samuel,,,11,Second Row,,,,,,2
,,,Scotland,,,,,152866,,,,,,,M. Walker,,,12,Prop,,,,,,2
,,,Scotland,,,,,100557,,,,,,,G. Warr,,,9,Scrum Half,,,,,,2
,,,Wales,,,,,125247,,,,,,,O. Watkin,,,7,Centre,,,,,,2
,,,Wales,,,,,202399,,,,,,,K. Assiratti,,,12,Prop,,,,,,2
,,,Wales,,,,,119506,,,,,,,R. Morgan-Williams,,,9,Scrum Half,,,,,,2
,,,Wales,,,,,165885,,,,,,,G. Hamer-Webb,,,6,Back Three,,,,,,2
,,,Scotland,,,,,237253,,,,,,,E. Ferrie,,,10,Back Row,,,,,,2
,,,Scotland,,,,,207013,,,,,,,A. Craig,,,11,Second Row,,,,,,2
,,,Scotland,,,,,252532,,,,,,,S. Stephen,,,13,Hooker,,,,,,2
,,,Scotland,,,,,172959,,,,,,,D. Rae,,,12,Prop,,,,,,2
,,,Wales,,,,,137071,,,,,,,L. Belcher,,,13,Hooker,,,,,,2
,,,England,,,,,163209,,,,,,,G. Kloska,,,12,Prop,,,,,,2
,,,Wales,,,,,196875,,,,,,,F. Thomas,,,11,Second Row,,,,,,2
,,,England,,,,,124901,,,,,,,A. Clark,,,11,Second Row,,,,,,2
,,,England,,,,,187951,,,,,,,E. Iyogun,,,12,Prop,,,,,,2
,,,France,,,,,202570,,,,,,,T. Staniforth,,,11,Second Row,,,,,,2
,,,Ireland,,,,,254559,,,,,,,B. Bohan,,,12,Prop,,,,,,2
,,,Italy,,,,,107059,,,,,,,M. Riccioni,,,12,Prop,,,,,,2
,,,Scotland,,,,,161208,,,,,,,A. Hepburn,,,12,Prop,,,,,,2
,,,Wales,,,,,167563,,,,,,,S. Wainwright,,,12,Prop,,,,,,2
,7,,France,,,5,,134112,,,,1,35,80,E. Meafou,,,11,Second Row,61.0,,11,1,,3
,7,,France,,,,,176585,,,1,,12,80,T. Flament,2,,11,Second Row,27.0,,8,,,3
,6,1,Ireland,2,,3,,167132,,,,,47,80,C. Doris,1,,10,Back Row,38.0,,17,,,3
,6,1,Ireland,,,,,147486,,,1,,1,80,T. Beirne,,,11,Second Row,35.0,,17,,,3
,6,1,France,,,2,,175065,,,,,30,74,A. Jelonch,,,10,Back Row,27.0,,9,,,3
,6,1,Italy,,,,,197335,,,,,6,80,L. Cannone,1,,10,Back Row,25.0,,12,,,3
,6,,France,1,,2,,244767,,,,,30,55,O. Jegou,,,10,Back Row,22.0,,10,,,3
,6,,Italy,,,1,,161390,,,,,12,80,M. Zuliani,,,10,Back Row,18.0,,9,,,3
,6,,Ireland,1,,,,223413,,,,,6,63,J. McCarthy,1,,11,Second Row,17.0,,10,,,3
,6,,Italy,,,,,120191,,,,,2,80,M. Lamaro,,,10,Back Row,15.0,,9,,,3
,6,,Ireland,2,,1,,203381,,,,,2,80,J. Ryan,,,11,Second Row,15.0,,9,,,3
,6,,France,,,,,111408,,,,,,55,F. Cros,,,10,Back Row,11.0,,5,,,3
,6,,France,2,,,,158534,,,,,,54,D. Aldegheri,,,12,Prop,10.0,,6,,,3
,6,,France,1,,,,150335,,,,,5,58,J. Marchand,,,13,Hooker,9.0,,4,,,3
,4,,Ireland,,,4,,211240,,,1,,9,56,D. Sheehan,,,13,Hooker,43.0,,9,1,,3
,4,1,Wales,3,,3,,235183,,,1,,13,80,A. Mann,,,10,Back Row,36.0,,16,,,3
,4,,Wales,,,3,,119132,,,,,25,80,A. Wainwright,,,10,Back Row,29.0,,17,,,3
,4,,Ireland,,,3,,126800,,,,,43,49,J. van der Flier,,,10,Back Row,27.0,,13,,,3
,4,2,Wales,,,,,214124,,,,,6,70,J. Botham,,,10,Back Row,27.0,,13,,,3
,4,,Wales,,,,,144545,,,,,3,80,B. Carter,,,11,Second Row,27.0,,23,,,3
,4,,Wales,1,,,,237272,,,,,8,76,D. Jenkins,,,11,Second Row,24.0,,21,,,3
,4,,Wales,,,2,,212902,,,,,19,55,D. Lake,,,13,Hooker,19.0,,10,,,3
,4,1,Italy,,,1,,103440,,,,,5,26,F. Ruzza,,,11,Second Row,17.0,,6,,,3
,4,,England,,,,,144635,,,,,9,80,O. Chessum,,,11,Second Row,14.0,,10,,,3
,4,,Ireland,1,,,,113444,,,,,2,46,T. Furlong,,,12,Prop,13.0,,10,,,3
,4,,Wales,,,,,175275,,,,,,51,T. Francis,,,12,Prop,12.0,,8,,,3
,4,,France,,,1,,104627,,,,,3,38,J. Gros,,,12,Prop,11.0,,5,,,3
,4,,Italy,,,,,237231,,,,,1,26,M. Spagnolo,,,12,Prop,11.0,,7,,,3
,4,,Italy,1,,,,206390,,,,,,26,P. Dimcheff,,,13,Hooker,11.0,,8,,,3
,4,,Italy,,,,,174208,,,,,1,26,R. Favretto,,,11,Second Row,9.0,,5,,,3
,4,,Italy,,,,,174824,,,,,,26,G. Zilocchi,,,12,Prop,8.0,,4,,,3
,4,,Ireland,1,,,,174268,,,,,8,46,J. Loughman,,,12,Prop,8.0,,5,,,3
,3,1,Wales,1,,1,,119955,,,,,8,44,R. Carre,1,,12,Prop,29.0,,3,1,,3
,3,1,England,1,,5,,239634,,,,,33,70,H. Pollock,1,,10,Back Row,26.0,,9,,1,3
,3,,England,,,3,,134796,,,,,8,73,J. Heyes,,,12,Prop,21.0,,12,,,3
,3,,England,,,1,,155409,,,,,6,55,M. Itoje,,,11,Second Row,16.0,,11,,,3
,3,,England,,,2,,165007,,,,,15,51,E. Genge,,,12,Prop,13.0,,5,,,3
,3,,England,,,,,209612,,,,,39,70,B. Earl,,,10,Back Row,12.0,,6,,,3
,3,,France,,,,,175146,,,,,3,42,R. Neti,,,12,Prop,12.0,,9,,,3
,3,,England,2,,,,160801,,,,,4,51,J. George,1,,13,Hooker,11.0,,8,,,3
,3,,England,1,,,,222623,,,,,4,51,T. Curry,,,10,Back Row,9.0,,7,,,3
,2,,Ireland,,,3,,193134,,,,,13,31,N. Timoney,,,10,Back Row,16.0,,7,,,3
,2,,Italy,,,,,208272,,,,,3,54,N. Cannone,,,11,Second Row,10.0,,8,,,3
,2,,Italy,,,,,118165,,,,,,54,G. Nicotera,,,13,Hooker,7.0,,5,,,3
,2,,Ireland,,,,,224426,,,,,1,34,T. O'Toole,,,12,Prop,7.0,,5,,,3
,2,,Ireland,,,1,,118531,,,,,,24,R. Kelleher,,,13,Hooker,6.0,,2,,,3
,2,,Italy,,,,,123723,,,,,1,54,D. Fischetti,,,12,Prop,6.0,,4,,,3
,2,,Italy,,,,,128750,,,,,,54,A. Zambonin,,,11,Second Row,5.0,,3,,,3
,2,,Ireland,4,,,,115762,,,,,5,34,F. Bealham,,,12,Prop,2.0,,4,,,3
,1,2,Scotland,,,1,,187820,,,,1,14,80,R. Darge,,,10,Back Row,45.0,,16,,,3
,1,2,Wales,,,1,,110319,,,,,3,36,N. Smith,,,12,Prop,24.0,,11,,,3
,1,,England,,,1,,104322,,,,,6,10,S. Underhill,,,10,Back Row,19.0,,1,1,,3
,1,,Scotland,1,,,,196669,,,,,6,55,Z. Fagerson,,,12,Prop,19.0,,19,,,3
1,1,,England,,,3,,156918,,,,,57,80,T. Freeman,,,6,Back Three,18.0,,3,,,3
,1,,Scotland,2,,,,159599,,,,,29,80,M. Fagerson,,,10,Back Row,18.0,,17,,,3
,1,,Scotland,2,,,,129286,,,,,1,55,D. Cherry,,,13,Hooker,14.0,,15,,,3
,1,,France,,,,,117303,,,,,11,22,P. Mauvaka,,,13,Hooker,9.0,,7,,,3
,1,,France,,,1,,244170,,,,,13,25,L. Nouchi,,,10,Back Row,9.0,,5,,,3
,1,,France,1,,,,198942,,,,,,25,C. Ollivon,,,10,Back Row,8.0,,8,,,3
,1,,England,1,,,,158302,,,,,1,29,B. Rodd,,,12,Prop,8.0,,8,,,3
,1,,France,,,,,177800,,,,,6,6,M. Guillard,1,,11,Second Row,7.0,,4,,,3
,1,,England,,,,,106142,,,,,3,29,L. Cowan-Dickie,,,13,Hooker,6.0,,5,,,3
,1,,Scotland,,,,,236957,,,,,3,34,M. Williamson,,,11,Second Row,6.0,,5,,,3
,1,,England,2,,1,,112684,,,,,6,29,G. Pepper,,,10,Back Row,5.0,,4,,,3
,1,,France,1,,,,190812,,,,,3,26,G. Colombe,,,12,Prop,5.0,,5,,,3
,1,,England,,,,,173801,,,,,7,25,A. Coles,,,11,Second Row,4.0,,3,,,3
,1,,England,,,,,102707,,,,,,7,T. Davison,,,12,Prop,2.0,,1,,,3
1,,2,Ireland,,,2,,216173,,3,,1,48,71,J. Gibson-Park,1,,9,Scrum Half,63.0,,8,1,,3
2,,,France,,4,4,,175123,1,2,,,45,80,T. Ramos,1,,6,Back Three,56.0,,5,1,,3
1,,,France,1,,8,,237225,,,,,86,73,E. Gailleton,1,,7,Centre,45.0,,6,1,,3
2,,1,France,,,6,,137493,,3,,,21,75,A. Dupont,1,,9,Scrum Half,41.0,,6,,,3
1,,,Ireland,,4,,,100659,,1,,,23,80,J. Crowley,2,3,8,Fly Half,41.0,,12,,,3
1,,1,Ireland,,,2,,175150,,,,,42,80,R. Baloucoune,1,,6,Back Three,41.0,,12,1,,3
,,,Scotland,,,6,,110170,,,,,67,80,K. Steyn,,,6,Back Three,36.0,,8,1,,3
1,,,Scotland,1,3,2,,157863,,,,,32,80,F. Russell,1,,8,Fly Half,35.0,,7,1,,3
,,,Ireland,,,5,,172351,,,,,68,80,S. McCloskey,2,,7,Centre,35.0,,15,,,3
,,,England,,3,1,,102642,,2,,,86,80,G. Ford,,,8,Fly Half,31.0,,11,,,3
,,,England,1,,6,,131724,,,,,27,80,O. Lawrence,,,7,Centre,31.0,,8,1,,3
,,3,Italy,,,1,,229557,,,,,26,80,T. Menoncello,,,7,Centre,28.0,,9,,,3
,,,France,,,3,,237223,,2,,,41,80,L. Bielle-Biarrey,,,6,Back Three,27.0,,3,1,,3
,,,Italy,,,2,,120989,,1,,,72,72,A. Capuozzo,,,6,Back Three,26.0,,3,1,,3
,,1,Italy,,,2,,236606,,,,,34,80,L. Marin,4,,8,Fly Half,26.0,,6,,,3
,,,Scotland,1,,2,,146480,,,,,43,80,S. Tuipulotu,1,,7,Centre,23.0,,14,,,3
,,,Ireland,1,,2,,107434,,,,,64,62,T. O'Brien,,,6,Back Three,22.0,,3,1,,3
,,,France,,,2,,250067,,,,,20,66,F. Brau-Boirie,2,,7,Centre,22.0,,12,,,3
,,,England,1,,,,200195,,,,,24,80,F. Dingwall,1,,7,Centre,22.0,,9,1,,3
,,,France,,,1,,243604,,,,,35,80,G. Drean,1,,6,Back Three,22.0,,5,1,,3
,,,France,,,4,,244532,,,,,67,80,T. Attissogbe,2,,6,Back Three,20.0,,2,,,3
1,,,Wales,,2,,,118619,,1,,,2,55,S. Costelow,,2,8,Fly Half,20.0,,4,,,3
1,,,Scotland,1,,1,,221466,,,,,81,80,B. Kinghorn,2,,6,Back Three,19.0,,2,,,3
,,,Scotland,,,3,,100192,,,,,30,46,J. Bayliss,,,10,Back Row,19.0,,10,,,3
1,,,England,2,,3,,189326,,,,,80,40,M. Smith,,,8,Fly Half,18.0,,2,,,3
,,,Ireland,,,2,,229826,,,,,41,70,J. Osborne,,,6,Back Three,18.0,,5,1,1,3
,,,Wales,,,,,137453,,,,,4,80,J. Adams,1,,6,Back Three,18.0,,6,1,,3
